"Region Code","Timestamp (Hour Ending)","CAL Demand (MWh)","CAR Demand (MWh)","CENT Demand (MWh)","FLA Demand (MWh)","MIDA Demand (MWh)","MIDW Demand (MWh)","NE Demand (MWh)","NW Demand (MWh)","NY Demand (MWh)","SE Demand (MWh)","SW Demand (MWh)","TEN Demand (MWh)","TEX Demand (MWh)"
US48,"4/29/2022 12 a.m. EDT",32187,19474,28172,24237,77641,70346,10896,39608,14622,22807,13594,15089,46993
US48,"4/29/2022 1 a.m. EDT",31407,18246,26462,21815,75724,66871,10309,38017,13886,21471,12851,14033,43742
US48,"4/29/2022 2 a.m. EDT",29524,17532,25072,20100,74728,64705,10527,35714,13518,21022,11988,13361,41133
US48,"4/29/2022 3 a.m. EDT",27749,17218,24414,19015,74149,63036,10445,33798,13329,20478,11060,12966,39368
US48,"4/29/2022 4 a.m. EDT",26419,17146,23944,18413,74395,62377,10488,32590,13291,20153,10385,12754,37983
US48,"4/29/2022 5 a.m. EDT",25617,17498,23708,18389,76097,62342,10572,31977,13552,19970,9895,12886,38125
US48,"4/29/2022 6 a.m. EDT",25100,18625,23889,19352,78641,62913,11045,31846,14311,20646,9586,13323,38317
US48,"4/29/2022 7 a.m. EDT",24841,20573,24815,21322,84132,66379,12151,32161,15374,21878,9499,14309,39260
US48,"4/29/2022 8 a.m. EDT",25042,21579,26398,22558,87301,70906,12294,33417,15922,22770,9671,15290,41186
US48,"4/29/2022 9 a.m. EDT",26254,21781,27485,24283,86512,73638,11472,36033,15695,23486,10044,15711,42592
US48,"4/29/2022 10 a.m. EDT",27785,22060,28134,26529,84902,74716,10668,38643,15339,24054,10136,15919,43913
US48,"4/29/2022 11 a.m. EDT",28337,22037,28749,28523,83408,75335,10466,40009,15085,24714,10159,16095,45290
US48,"4/29/2022 12 p.m. EDT",27527,21883,29452,30565,81691,75631,10197,39913,14855,25416,10311,16509,47150
US48,"4/29/2022 1 p.m. EDT",26777,21912,29993,31553,80501,75949,10002,39421,14647,26213,10364,16863,48705
US48,"4/29/2022 2 p.m. EDT",26081,22098,30525,32551,79482,76551,10255,39000,14515,27080,10520,17247,50239
US48,"4/29/2022 3 p.m. EDT",25598,22459,31170,33610,79185,77085,10246,38218,14344,27970,10909,17707,51953
US48,"4/29/2022 4 p.m. EDT",25330,22871,31606,34319,79169,77235,10483,37569,14281,28564,11431,18072,53563
US48,"4/29/2022 5 p.m. EDT",25206,23431,31957,34241,78662,77096,11007,36854,14551,29052,12081,18615,54544
US48,"4/29/2022 6 p.m. EDT",25362,23718,32318,33321,78208,77188,11525,36484,15072,29117,12746,18800,55415
US48,"4/29/2022 7 p.m. EDT",26097,23477,32264,31763,78397,76852,12256,36587,15520,28632,13375,18773,55306
US48,"4/29/2022 8 p.m. EDT",27192,23033,31808,30146,78850,75972,12695,37043,15890,27552,14055,18313,54168
US48,"4/29/2022 9 p.m. EDT",28892,23098,31024,29424,80810,75091,12853,37438,16132,26915,14176,17959,52368
US48,"4/29/2022 10 p.m. EDT",30409,22413,30452,27949,79724,74973,12336,37694,15736,26219,14028,17836,51403
US48,"4/29/2022 11 p.m. EDT",31550,21170,29612,26105,76773,72733,11498,38004,15027,24805,13733,16933,50143
US48,"4/30/2022 12 a.m. EDT",32089,19622,28116,24100,74197,69157,10682,38126,14265,23298,13191,15771,48006
US48,"4/30/2022 1 a.m. EDT",31417,18368,26627,22095,71583,66022,10123,36561,13571,21960,12488,14671,45305
US48,"4/30/2022 2 a.m. EDT",29596,17524,25356,20402,69877,63441,9772,34951,13175,21256,11805,13822,42753
US48,"4/30/2022 3 a.m. EDT",27767,17057,24499,19333,69217,62241,9611,33283,12956,20526,10984,13265,40832
US48,"4/30/2022 4 a.m. EDT",26589,16781,23890,18663,68970,61125,9561,32098,12880,20322,10320,12803,39366
US48,"4/30/2022 5 a.m. EDT",25577,16766,23594,18392,69409,60572,9719,31468,12954,20143,9838,12655,38397
US48,"4/30/2022 6 a.m. EDT",24700,17006,23383,18545,70283,60773,10063,31189,13246,19983,9470,12743,37991
US48,"4/30/2022 7 a.m. EDT",24218,17544,23601,19178,72489,61519,10450,31256,13574,20171,9300,13009,38061
US48,"4/30/2022 8 a.m. EDT",24084,18275,24037,20166,74001,62480,10481,31781,13754,20397,9295,13299,38455
US48,"4/30/2022 9 a.m. EDT",24451,19607,24543,22359,75168,64639,10149,32670,13606,21234,9393,14109,39418
US48,"4/30/2022 10 a.m. EDT",24596,20496,25660,24907,75324,67527,9423,33790,13399,22544,9179,14953,41755
US48,"4/30/2022 11 a.m. EDT",24491,21142,26499,27097,75186,69822,8680,34928,13187,23817,9217,15697,44200
US48,"4/30/2022 12 p.m. EDT",24439,21642,27103,29072,74790,71427,8784,35785,13033,25020,9584,16398,46164
US48,"4/30/2022 1 p.m. EDT",23873,22026,27448,30900,73562,72365,8855,36020,12894,26290,9845,17001,47720
US48,"4/30/2022 2 p.m. EDT",23309,22433,27575,32473,72776,72990,8983,35935,12747,27334,10222,17652,49259
US48,"4/30/2022 3 p.m. EDT",23093,23113,27789,33669,71855,73537,8938,35670,12584,28208,11263,18230,51177
US48,"4/30/2022 4 p.m. EDT",22757,23692,28150,34180,71992,74173,9062,35248,12656,28904,11475,18692,53037
US48,"4/30/2022 5 p.m. EDT",23137,24235,28506,33746,72423,74961,9495,34906,13044,29423,12286,18981,54478
US48,"4/30/2022 6 p.m. EDT",23941,24441,28793,32800,73678,75678,10270,34905,13764,29639,13152,,
US48,"4/30/2022 7 p.m. EDT",24453,,,,74363,76014,11233,35162,14396,29159,14018,18942,55413
US48,"4/30/2022 8 p.m. EDT",25804,23470,28763,29679,74974,75161,11743,35793,14817,28239,14793,18521,54113
US48,"4/30/2022 9 p.m. EDT",27794,23274,28220,29005,76618,74001,12000,36320,15240,27593,14912,18063,51872
US48,"4/30/2022 10 p.m. EDT",29554,22513,27900,27689,75620,73827,11545,36492,14956,26851,14627,17761,50417
US48,"4/30/2022 11 p.m. EDT",30601,21108,27324,25889,72950,71436,10852,36692,14382,25401,14079,17001,48445
US48,"5/1/2022 12 a.m. EDT",31032,19606,26163,23812,70005,68280,10150,36657,13680,23737,13313,15883,45856
